,Energy_Generated_KWh,Temperature_C,apparent_zenith,azimuth,poa_global
2012-01-01,31.6403741996004,22.968621215197242,106.99689004167563,110.48468758124767,1406.2388533155736
2012-01-02,30.297687265266912,23.109222519205062,107.09498081437589,110.38743133295816,1346.563878456307
2012-01-03,30.39540550733196,24.78519048345679,107.19091587101852,110.28239419255101,1350.906911436976
2012-01-04,30.52332070002023,21.417916812066363,107.284590246916,110.16962221332182,1356.59203111201
2012-01-05,30.915955522047323,23.264553956886346,107.37590162811047,110.04916512787668,1374.0424676465477
2012-01-06,31.352302414369884,23.72479450571091,107.46475050107824,109.921076178075,1393.435662860884
2012-01-07,29.625093544943958,20.420054739181246,107.55104042008307,109.78541192805301,1316.6708242197315
2012-01-08,28.782289858849346,25.859208818369407,107.63467829966012,109.64223206680543,1279.2128826155265
2012-01-09,29.0769782008878,22.779790333089757,107.71557462604943,109.49159916066264,1292.3101422616803
2012-01-10,29.37985269337527,22.63915700817104,107.79364349398675,109.33357836894993,1305.7712308166786
2012-01-11,31.557421730063286,23.79247130444379,107.86880242313131,109.16823726495363,1402.5520768917015
2012-01-12,30.444870341481458,19.450797165603063,107.9409719268449,108.99564598084311,1353.105348510287
2012-01-13,30.461562498045257,18.547590090909203,108.01007483435546,108.81587780677796,1353.8472221353447
2012-01-14,31.05292314995967,21.25425511219546,108.0760353942749,108.6290101651312,1380.1299177759854
2012-01-15,29.417686009805415,18.788612663722482,108.13877822773793,108.43512570438133,1307.4527115469073
2012-01-16,31.281195040967024,19.016339193698123,108.19822727239043,108.23431322665488,1390.2753351540898
2012-01-17,29.76845997734269,15.402704531986767,108.25430489038287,108.02666826082827,1323.042665659675
2012-01-18,31.765060934091654,23.247574655666774,108.30693131996807,107.81229320072896,1411.780485959629
2012-01-19,31.00689035241597,23.670719246891576,108.35602460172645,107.59129698126208,1378.084015662932
2012-01-20,29.900213002161195,23.068196481221985,108.40150102843815,107.36379430448653,1328.8983556516089
2012-01-21,28.32199229140849,24.56960911409535,108.44327610266251,107.12990452073558,1258.7552129514884
2012-01-22,30.292737525483478,21.14169401397186,108.48126590045997,106.88975040906712,1346.343890021488
2012-01-23,27.656441840367027,21.494886576631664,108.51538867404626,106.64345716821879,1229.1751929052011
2012-01-24,28.178816039148632,22.759000330987867,108.54556646565257,106.39115183172646,1252.3918239621612
2012-01-25,29.105001225100214,22.853701057149816,108.57172648255168,106.13296309801848,1293.5556100044541
2012-01-26,30.716533830882994,21.64399429765339,108.59380205612361,105.86902137161633,1365.1792813725776
2012-01-27,30.979635273071732,21.785476486171206,108.61173312083017,105.59945878603651,1376.8726788031881
2012-01-28,30.262673272651895,21.669282299405896,108.62546628979939,105.32440910519608,1345.007701006751
2012-01-29,29.99710807268542,22.102875422003606,108.63495468192494,105.04400754611765,1333.204803230463
2012-01-30,29.808139875300455,19.0280412288847,108.64015765030777,104.75839060842503,1324.80621668002
2012-01-31,30.819190998128274,21.306525524015857,108.64104053183388,104.46769593102317,1369.7418221390342
2012-02-01,30.292076818065027,23.19913720298672,108.63757448530362,104.17206212700245,1346.3145252473344
2012-02-02,29.50145786854269,19.02264376548582,108.62973647012723,103.87162854540861,1311.1759052685638
2012-02-03,31.03621050761766,17.727194075603308,108.61750939031674,103.56653495810906,1379.387133671896
2012-02-04,30.504739056450642,19.95885219712321,108.60088236882493,103.25692119613109,1355.766180286695
2012-02-05,33.435037791516706,24.135610520138286,108.5798510668417,102.94292672850509,1486.0016796229645
2012-02-06,30.17554664967358,20.31835812519457,108.55441791857336,102.62469015226696,1341.1354066521592
2012-02-07,30.26641959106311,21.450236242000692,108.52459218245039,102.30234861692986,1345.1742040472493
2012-02-08,31.812491257112875,25.401661526677746,108.49038976493193,101.97603734233019,1413.8885003161276
2012-02-09,28.431696495637276,24.30129773130163,108.45183280535628,101.64588949840538,1263.6309553616566
2012-02-10,29.134985367041395,24.846484909943566,108.40894902470586,101.3120366711579,1294.888238535173
2012-02-11,31.116390742361038,23.829685994444976,108.36177082014395,100.97460992665697,1382.9506996604905
2012-02-12,30.03184275612425,23.52570677745,108.31033412256605,100.63374121226792,1334.7485669388554
2012-02-13,29.496274925265812,20.593951520022895,108.25467711184442,100.28956467384984,1310.945552234036
2012-02-14,29.292825091072423,26.201076870292987,108.1948389660409,99.94221751133205,1301.9033373809966
2012-02-15,28.090655213126453,22.727564959872666,108.13085886321268,99.59184019453971,1248.4735650278424
2012-02-16,29.432795706120096,22.588067528157566,108.06277541136984,99.23857608540101,1308.1242536053376
2012-02-17,31.27362146010012,24.359662464799147,107.99062657671341,98.88257064745932,1389.9387315600052
2012-02-18,30.539069367117147,28.11026378996958,107.9144500912647,98.52397044100621,1357.291971871873
2012-02-19,28.299056762837033,25.432180945524482,107.83428423904196,98.16292206470064,1257.7358561260905
2012-02-20,29.77355722019775,25.87344455153587,107.75016888165494,97.7995711680685,1323.2692097865665
2012-02-21,29.39185169613631,24.102055187820103,107.662146568529,97.43406163846987,1306.3045198282805
2012-02-22,32.13825035466326,23.159977931465452,107.57026355512113,97.06653503813186,1428.3666824294783
2012-02-23,29.282688406162787,22.82764006314302,107.47457059459244,96.69713030016152,1301.4528180516793
2012-02-24,30.257885857390015,21.0405568811058,107.37512341544173,96.32598362145905,1344.7949269951118
2012-02-25,31.838508356666807,25.546161813063097,107.27198288548603,95.95322845219692,1415.0448158518582
2012-02-26,30.269808821535207,23.714464626456635,107.1652149310487,95.5789955035022,1345.3248365126758
2012-02-27,30.656780154869555,21.89891036986292,107.05489030922459,95.2034127479684,1362.5235624386469
2012-02-28,30.22683584058344,26.69920963110352,106.94108434939349,94.82660541426247,1343.4149262481528
2012-02-29,30.87434915193962,28.460581114100265,106.82387675481567,94.44869596538422,1372.1932956417609
2012-03-01,31.556538547372902,23.847812625302893,106.70335153739148,94.06980402082269,1402.5128243276847
2012-03-02,31.289926375163766,22.84318024047756,106.57959712116717,93.69004618203519,1390.663394451723
2012-03-03,31.290087018273372,24.516936441746413,106.45270658453599,93.30953575332967,1390.670534145483
2012-03-04,27.964029036643076,25.538713641820355,106.32277797601337,92.9283823707122,1242.8457349619143
2012-03-05,31.480071503530084,22.558210242777854,106.18991458200455,92.54669155330078,1399.1142890457816
2012-03-06,29.6594506569718,24.546123665244533,106.05422503502078,92.16456419764882,1318.1978069765244
2012-03-07,29.437972772799295,27.842631219536926,105.91582318105948,91.78209611164073,1308.3543454577464
2012-03-08,30.54118769290435,27.4701670944307,105.77482766527898,91.39937782160769,1357.3861196846378
2012-03-09,30.671782399769203,25.846636117298438,105.63136125164182,91.01649496079256,1363.1903288786311
