,Energy_Generated_KWh,Temperature_C,apparent_zenith,azimuth,poa_global
2012-01-01,19.245983028977086,22.610561381438572,106.99689004167563,110.48468758124767,1283.065535265139
2012-01-02,20.935038020477197,23.912837242630516,107.09498081437589,110.38743133295816,1395.6692013651466
2012-01-03,22.02819217721589,22.310258578771233,107.19091587101852,110.28239419255101,1468.5461451477258
2012-01-04,19.41980193286027,25.02081583433024,107.284590246916,110.16962221332182,1294.6534621906846
2012-01-05,19.614261487228422,19.027204599362577,107.37590162811047,110.04916512787668,1307.6174324818946
2012-01-06,21.573269391792156,21.251722942099356,107.46475050107824,109.921076178075,1438.2179594528104
2012-01-07,20.287910306253405,25.146036298364283,107.55104042008307,109.78541192805301,1352.527353750227
2012-01-08,20.458640140356273,21.814052114778622,107.63467829966012,109.64223206680543,1363.9093426904183
2012-01-09,20.257416617575668,21.652103945576492,107.71557462604943,109.49159916066264,1350.4944411717113
2012-01-10,19.428322013197583,21.78281169313286,107.79364349398675,109.33357836894993,1295.2214675465054
2012-01-11,20.72589504569595,20.436156568174436,107.86880242313131,109.16823726495363,1381.7263363797301
2012-01-12,20.232636572563738,24.607264857921688,107.9409719268449,108.99564598084311,1348.8424381709158
2012-01-13,20.533613250902015,17.756814715854084,108.01007483435546,108.81587780677796,1368.9075500601343
2012-01-14,21.275673867440354,17.599138242812238,108.0760353942749,108.6290101651312,1418.378257829357
2012-01-15,20.1353226693809,21.927922967835702,108.13877822773793,108.43512570438133,1342.3548446253933
2012-01-16,19.706497587034168,21.697496320968597,108.19822727239043,108.23431322665488,1313.7665058022776
2012-01-17,20.06462841477271,19.83335398014148,108.25430489038287,108.02666826082827,1337.6418943181807
2012-01-18,20.263515391340803,21.307884182813883,108.30693131996807,107.81229320072896,1350.901026089387
2012-01-19,19.17181391526578,24.711949514192586,108.35602460172645,107.59129698126208,1278.1209276843852
2012-01-20,21.333852750707905,23.02991249989548,108.40150102843815,107.36379430448653,1422.2568500471937
2012-01-21,19.857771157206532,20.868111369949933,108.44327610266251,107.12990452073558,1323.8514104804353
2012-01-22,21.329088381184313,21.463919907119546,108.48126590045997,106.88975040906712,1421.9392254122874
2012-01-23,20.85679763244593,20.292290373915797,108.51538867404626,106.64345716821879,1390.4531754963953
2012-01-24,22.0410988389381,23.357886540579006,108.54556646565257,106.39115183172646,1469.40658926254
2012-01-25,18.9261628085249,20.459139582522326,108.57172648255168,106.13296309801848,1261.7441872349932
2012-01-26,20.231806604555498,19.84443835257134,108.59380205612361,105.86902137161633,1348.7871069703665
2012-01-27,19.93649451001275,20.60093678107893,108.61173312083017,105.59945878603651,1329.09963400085
2012-01-28,19.736930550054268,22.052069066517866,108.62546628979939,105.32440910519608,1315.795370003618
2012-01-29,20.08265575231814,22.033306120811652,108.63495468192494,105.04400754611765,1338.8437168212095
2012-01-30,19.12414798836022,18.465241612735934,108.64015765030777,104.75839060842503,1274.9431992240147
2012-01-31,20.111710025613114,22.707850614605963,108.64104053183388,104.46769593102317,1340.7806683742076
2012-02-01,19.650951301622705,19.272554585074136,108.63757448530362,104.17206212700245,1310.0634201081803
2012-02-02,20.698624203630477,17.01402462108508,108.62973647012723,103.87162854540861,1379.9082802420319
2012-02-03,19.478274870921318,22.884820842674962,108.61750939031674,103.56653495810906,1298.5516580614212
2012-02-04,18.995348615693118,22.888235920731,108.60088236882493,103.25692119613109,1266.3565743795411
2012-02-05,21.513164687474976,24.618715449956504,108.5798510668417,102.94292672850509,1434.2109791649984
2012-02-06,20.807874612262488,23.455091267126818,108.55441791857336,102.62469015226696,1387.191640817499
2012-02-07,19.213705173801856,26.21655305781643,108.52459218245039,102.30234861692986,1280.913678253457
2012-02-08,18.955763094750896,24.56772742806868,108.49038976493193,101.97603734233019,1263.7175396500595
2012-02-09,19.957279993402928,23.156180728896146,108.45183280535628,101.64588949840538,1330.4853328935285
2012-02-10,19.65140570560891,25.76364506996477,108.40894902470586,101.3120366711579,1310.0937137072606
2012-02-11,19.02115795766497,18.585893296086685,108.36177082014395,100.97460992665697,1268.0771971776644
2012-02-12,19.18845765025517,23.749342248321803,108.31033412256605,100.63374121226792,1279.2305100170113
2012-02-13,19.221369192871528,20.554552600381708,108.25467711184442,100.28956467384984,1281.4246128581017
2012-02-14,19.31483981963634,23.05915292823891,108.1948389660409,99.94221751133205,1287.655987975756
2012-02-15,19.57381497665633,21.55140410018296,108.13085886321268,99.59184019453971,1304.9209984437553
2012-02-16,20.77765172584528,26.115331184793206,108.06277541136984,99.23857608540101,1385.1767817230186
2012-02-17,20.72168914377765,25.139997187681708,107.99062657671341,98.88257064745932,1381.44594291851
2012-02-18,19.016218590358854,25.938840501286755,107.9144500912647,98.52397044100621,1267.7479060239234
2012-02-19,21.411708640834856,27.98511090517014,107.83428423904196,98.16292206470064,1427.4472427223236
2012-02-20,21.545771726278552,27.694367446173732,107.75016888165494,97.7995711680685,1436.3847817519033
2012-02-21,21.50631506103226,24.810571780617853,107.662146568529,97.43406163846987,1433.7543374021507
2012-02-22,19.90819199175141,23.534954589587226,107.57026355512113,97.06653503813186,1327.212799450094
2012-02-23,20.494420767069503,25.392360571985837,107.47457059459244,96.69713030016152,1366.2947178046336
2012-02-24,19.710034513951545,22.54326473796273,107.37512341544173,96.32598362145905,1314.002300930103
2012-02-25,19.749424066049095,22.661951603239956,107.27198288548603,95.95322845219692,1316.6282710699395
2012-02-26,20.42590779988295,23.346124209780058,107.1652149310487,95.5789955035022,1361.7271866588633
2012-02-27,21.20076017879262,24.843636958818873,107.05489030922459,95.2034127479684,1413.384011919508
2012-02-28,20.12249419756326,26.718260254884235,106.94108434939349,94.82660541426247,1341.499613170884
2012-02-29,20.586180926598704,27.710626345235546,106.82387675481567,94.44869596538422,1372.4120617732467
2012-03-01,20.69250147363606,27.074110642232267,106.70335153739148,94.06980402082269,1379.500098242404
2012-03-02,19.753861030931716,28.497173717758677,106.57959712116717,93.69004618203519,1316.9240687287809
2012-03-03,20.8415918451163,27.325214431353974,106.45270658453599,93.30953575332967,1389.4394563410867
2012-03-04,19.568992554522286,27.166238228994413,106.32277797601337,92.9283823707122,1304.599503634819
2012-03-05,19.758674369421534,28.268814090213613,106.18991458200455,92.54669155330078,1317.2449579614356
2012-03-06,20.10365882177565,27.925515226494156,106.05422503502078,92.16456419764882,1340.24392145171
2012-03-07,20.389304654726043,25.074206478063203,105.91582318105948,91.78209611164073,1359.2869769817362
2012-03-08,18.60467616647637,25.850712538366597,105.77482766527898,91.39937782160769,1240.3117444317581
2012-03-09,19.864588826930557,28.851619559771397,105.63136125164182,91.01649496079256,1324.3059217953705
2012-03-10,21.491732661955353,25.707452550035732,105.48554990579169,90.63352943086551,1432.7821774636902
2012-03-11,18.619331121371943,23.147155203408367,105.33752169148435,90.25056120029637,1241.2887414247962
2012-03-12,19.310185158426435,26.0899601657103,105.18740553802479,89.86767025413792,1287.3456772284292
2012-03-13,20.758031747725997,26.301913636386473,105.03532996354782,89.484938089217,1383.8687831817329
2012-03-14,20.253212102612334,29.30531128502224,104.88142188348527,89.10244836762587,1350.2141401741555
2012-03-15,18.858125807481542,27.461777540232248,104.72580565464565,88.7202867565793,1257.2083871654363
